Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
12.0,Bayern Munich,5,0,3,20,12,8,15,Slovan Bratislava,35.0,29.01.2025,20:00,home,3,1,W,team,4.08,1.07,0.75,0.25,35,9,9,4,9,2,0.9,0.72,0.0,3.0,12,2,14,3,0,2,7,11,11,7,3,6,7.0,1.0,24.0,6.0,11.0,3.0,1.0,0.0,83.0,22.0,0.84,0.56,0.2,0.0,13.0,4.0,0.57,0.47,5.0,60.0,5.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30,1,1,1,0.5714285714285714,0.6,0.7142857142857143,0.42857142857142855,0.5,2,0.5,2,0.6,0.57
16.0,Benfica,4,1,3,16,12,4,13,Atl. Madrid,5.0,02.10.2024,20:00,home,4,0,W,team,3.93,0.26,0.52,0.48,19,4,10,0,4,2,0.91,0.89,1.0,4.0,5,2,4,2,1,1,7,7,6,8,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,4,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,4,1.0,0.73
16.0,Benfica,4,1,3,16,12,4,13,Barcelona,2.0,05.03.2025,20:00,home,0,1,L,opponent,1.75,1.19,0.52,0.48,26,10,8,5,13,4,0.82,0.83,4.0,1.0,7,2,11,3,3,1,5,18,18,5,4,8,4.0,3.0,19.0,6.0,7.0,4.0,0.0,0.0,48.0,20.0,0.71,0.69,0.34,0.33,14.0,10.0,0.63,0.67,16.0,42.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1,2,2,0.5,0.5,0.5,0.5,0.5,0,0.1,-1,0.5,0.38
16.0,Benfica,4,1,3,16,12,4,13,Bayern Munich,12.0,06.11.2024,20:00,away,0,1,L,opponent,0.08,1.27,0.26,0.74,1,24,0,10,0,10,0.8,0.93,2.0,1.0,1,9,0,5,3,1,8,8,8,8,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,0,2,2,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,0,0.1,-1,0.3333333333333333,0.2633333333333333
16.0,Benfica,4,1,3,16,12,4,13,Barcelona,2.0,11.03.2025,17:45,away,1,3,L,opponent,0.74,2.52,0.35,0.65,8,20,2,6,6,1,0.78,0.89,1.0,0.0,3,9,3,5,9,3,4,8,8,4,3,1,2.0,4.0,5.0,13.0,3.0,7.0,0.0,0.0,18.0,31.0,0.65,0.79,0.27,0.4,16.0,15.0,0.54,0.74,15.0,14.0,10.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,0,2,2,0.25,0.25,0.5,0.0,0.0,0,0.0,-2,0.25,0.175
16.0,Benfica,4,1,3,16,12,4,13,Bologna,28.0,11.12.2024,20:00,home,0,0,D,draw,1.27,0.21,0.49,0.51,15,6,5,1,10,4,0.81,0.82,5.0,6.0,2,2,8,3,1,2,13,14,14,13,1,5,2.0,1.0,13.0,3.0,2.0,3.0,0.0,0.0,38.0,21.0,0.67,0.77,0.09,0.19,39.0,15.0,0.38,0.5,17.0,35.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,1,0,0,0.2,0.2,0.3333333333333333,0.0,0.5,0,0.0,0,0.2,0.14
16.0,Benfica,4,1,3,16,12,4,13,Monaco,17.0,12.02.2025,20:00,away,1,0,W,team,2.17,0.39,0.56,0.44,23,6,6,3,7,2,0.83,0.73,2.0,4.0,7,2,10,1,3,0,10,14,14,10,3,5,2.0,0.0,16.0,5.0,7.0,1.0,0.0,0.0,40.0,12.0,0.77,0.55,0.2,0.07,20.0,24.0,0.67,0.65,24.0,25.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23,0,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1,0.3,1,0.3333333333333333,0.3233333333333333
16.0,Benfica,4,1,3,16,12,4,13,Monaco,17.0,18.02.2025,20:00,home,3,3,D,draw,1.92,1.26,0.4,0.6,10,15,7,6,2,3,0.76,0.85,2.0,1.0,3,6,0,3,1,4,9,14,14,9,3,4,4.0,4.0,6.0,10.0,4.0,5.0,0.0,2.0,21.0,27.0,0.62,0.73,0.3,0.44,30.0,17.0,0.65,0.7,28.0,21.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23,1,0,0,0.2857142857142857,0.2857142857142857,0.25,0.3333333333333333,1.0,0,0.2,0,0.2857142857142857,0.26
16.0,Benfica,4,1,3,16,12,4,13,Crvena zvezda,29.0,19.09.2024,17:45,away,2,1,W,team,0.85,0.74,0.46,0.54,10,16,3,3,1,7,0.83,0.86,3.0,2.0,5,9,2,4,1,3,14,12,11,12,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,13,0,1,1,0.375,0.375,0.25,0.5,0.5,1,0.4,1,0.375,0.3825
16.0,Benfica,4,1,3,16,12,4,13,Barcelona,2.0,21.01.2025,20:00,home,4,5,L,opponent,3.34,3.63,0.26,0.74,10,22,5,11,2,6,0.71,0.9,1.0,4.0,1,6,4,5,5,1,9,9,9,9,6,1,6.0,7.0,9.0,12.0,1.0,10.0,0.0,0.0,22.0,33.0,0.48,0.83,0.33,0.24,13.0,22.0,0.62,0.69,33.0,19.0,13.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,5,1,2,2,0.3333333333333333,0.3333333333333333,0.2,0.5,0.0,0,0.2,-1,0.3333333333333333,0.29333333333333333
16.0,Benfica,4,1,3,16,12,4,13,Feyenoord,19.0,23.10.2024,20:00,home,1,3,L,opponent,1.68,1.01,0.62,0.38,16,14,8,6,6,4,0.87,0.81,2.0,1.0,3,6,5,2,4,2,10,13,13,10,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,15.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16,1,2,2,0.3,0.3,0.16666666666666666,0.5,0.5,0,0.1,-2,0.3,0.24
16.0,Benfica,4,1,3,16,12,4,13,Monaco,17.0,27.11.2024,20:00,away,3,2,W,team,3.03,1.7,0.54,0.46,18,11,8,5,7,4,0.8,0.74,3.0,5.0,4,4,6,2,6,1,11,8,8,11,3,5,5.0,3.0,13.0,6.0,5.0,5.0,0.0,1.0,35.0,29.0,0.68,0.62,0.42,0.08,17.0,20.0,0.59,0.6,18.0,26.0,14.0,21.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,23,0,1,1,0.36363636363636365,0.3,0.16666666666666666,0.6,0.5,1,0.3,1,0.3,0.3
16.0,Benfica,4,1,3,16,12,4,13,Juventus,20.0,29.01.2025,20:00,away,2,0,W,team,2.4,0.92,0.34,0.66,16,17,6,4,3,7,0.76,0.9,2.0,1.0,4,7,6,6,0,3,8,7,7,8,4,4,6.0,1.0,11.0,10.0,5.0,7.0,0.0,0.0,25.0,29.0,0.59,0.8,0.45,0.19,25.0,21.0,0.47,0.71,31.0,11.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,19,0,1,1,0.4166666666666667,0.4,0.16666666666666666,0.6666666666666666,0.5,2,0.5,2,0.4,0.43
28.0,Bologna,1,3,4,4,9,-5,6,Liverpool,1.0,02.10.2024,20:00,away,0,2,L,opponent,0.68,1.27,0.49,0.51,12,9,2,4,3,5,0.82,0.82,2.0,4.0,4,5,6,0,4,3,13,12,8,10,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,21,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
28.0,Bologna,1,3,4,4,9,-5,6,Monaco,17.0,05.11.2024,20:00,home,0,1,L,opponent,0.57,0.97,0.46,0.54,7,10,2,4,3,6,0.7,0.76,3.0,2.0,3,4,2,2,2,5,14,16,16,14,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,23,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
28.0,Bologna,1,3,4,4,9,-5,6,Benfica,16.0,11.12.2024,20:00,away,0,0,D,draw,0.21,1.27,0.51,0.49,6,15,1,5,4,10,0.82,0.81,6.0,5.0,2,2,3,8,2,1,14,13,13,14,5,1,1.0,2.0,3.0,13.0,3.0,2.0,0.0,0.0,21.0,38.0,0.77,0.67,0.19,0.09,15.0,39.0,0.5,0.38,35.0,17.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
28.0,Bologna,1,3,4,4,9,-5,6,Shakhtar Donetsk,27.0,18.09.2024,17:45,home,0,0,D,draw,1.48,0.87,0.48,0.52,17,4,4,1,8,3,0.88,0.86,2.0,4.0,6,1,7,2,1,1,13,13,13,12,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,29,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
28.0,Bologna,1,3,4,4,9,-5,6,Dortmund,10.0,21.01.2025,20:00,home,2,1,W,team,2.02,0.99,0.52,0.48,17,3,6,2,6,5,0.8,0.74,5.0,4.0,7,1,4,0,7,0,18,15,15,18,1,4,2.0,2.0,14.0,2.0,3.0,1.0,0.0,0.0,30.0,10.0,0.7,0.54,0.3,0.11,26.0,28.0,0.8,0.47,14.0,20.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,15,1,1,1,0.2,0.2,0.3333333333333333,0.0,0.5,1,0.3,1,0.2,0.23
28.0,Bologna,1,3,4,4,9,-5,6,Aston Villa,8.0,22.10.2024,20:00,away,0,2,L,opponent,0.86,1.18,0.47,0.53,12,16,4,6,4,5,0.84,0.86,4.0,1.0,5,4,3,6,3,2,13,9,9,13,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,0,2,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.5,0,0.2,-2,0.16666666666666666,0.17666666666666664
28.0,Bologna,1,3,4,4,9,-5,6,Lille,7.0,27.11.2024,20:00,home,1,2,L,opponent,1.45,2.16,0.57,0.43,12,15,6,8,2,3,0.87,0.83,3.0,4.0,4,4,2,3,6,2,9,12,12,9,6,5,3.0,7.0,8.0,12.0,4.0,3.0,0.0,1.0,26.0,31.0,0.72,0.7,0.31,0.14,20.0,24.0,0.44,0.61,14.0,26.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,20,1,2,2,0.14285714285714285,0.14285714285714285,0.25,0.0,0.5,0,0.1,-1,0.14285714285714285,0.13
28.0,Bologna,1,3,4,4,9,-5,6,Sporting CP,23.0,29.01.2025,20:00,away,1,1,D,draw,1.12,1.38,0.43,0.57,11,9,2,5,6,5,0.76,0.82,5.0,4.0,8,3,1,1,0,1,18,29,29,18,4,1,1.0,1.0,9.0,5.0,2.0,4.0,1.0,0.0,19.0,14.0,0.53,0.51,0.22,0.18,18.0,14.0,0.56,0.53,15.0,27.0,9.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,32,0,0,0,0.125,0.125,0.25,0.0,0.5,0,0.0,0,0.125,0.0875
18.0,Brest,4,1,3,10,11,-1,13,Salzburg,34.0,01.10.2024,17:45,away,4,0,W,team,1.51,1.0,0.48,0.52,14,15,6,6,0,4,0.82,0.86,3.0,3.0,6,4,2,5,0,3,22,11,11,17,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,28,0,1,1,1.0,1.0,0.5,1.0,0.5,1,0.1,4,1.0,0.73
18.0,Brest,4,1,3,10,11,-1,13,Sparta Prague,31.0,06.11.2024,20:00,away,2,1,W,team,1.49,0.52,0.5,0.5,18,6,7,1,6,3,0.74,0.71,1.0,1.0,7,2,4,3,2,3,9,7,7,9,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,31,0,1,1,1.0,1.0,0.5,1.0,0.5,2,0.30000000000000004,1,1.0,0.79
18.0,Brest,4,1,3,10,11,-1,13,PSV,14.0,10.12.2024,20:00,home,1,0,W,team,1.58,1.58,0.33,0.67,11,18,5,5,4,8,0.7,0.85,3.0,3.0,4,7,2,6,3,2,9,14,14,9,5,4,3.0,2.0,6.0,11.0,5.0,7.0,0.0,2.0,17.0,40.0,0.66,0.74,0.13,0.23,25.0,25.0,0.64,0.68,32.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,25,1,1,1,1.0,1.0,1.0,1.0,0.5,3,0.6,1,1.0,0.8799999999999999
18.0,Brest,4,1,3,10,11,-1,13,PSG,15.0,11.02.2025,17:45,home,0,3,L,opponent,0.96,2.72,0.38,0.62,16,16,2,7,6,3,0.77,0.89,1.0,1.0,3,4,11,5,0,1,13,7,7,13,4,2,0.0,7.0,11.0,11.0,5.0,5.0,3.0,0.0,27.0,28.0,0.58,0.86,0.26,0.1,18.0,19.0,0.67,0.69,17.0,45.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,24,1,2,2,0.75,0.75,0.5,1.0,0.5,0,0.30000000000000004,-3,0.75,0.615
18.0,Brest,4,1,3,10,11,-1,13,PSG,15.0,19.02.2025,20:00,away,0,7,L,opponent,0.97,3.24,0.32,0.68,13,20,3,9,5,4,0.8,0.91,2.0,0.0,7,8,3,3,1,0,7,9,9,7,2,3,2.0,8.0,10.0,18.0,3.0,2.0,1.0,1.0,16.0,55.0,0.66,0.79,0.4,0.33,12.0,12.0,0.53,0.77,24.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,24,0,2,2,0.6,0.6,0.5,0.6666666666666666,0.0,0,0.1,-7,0.6,0.44999999999999996
18.0,Brest,4,1,3,10,11,-1,13,Sturm Graz,30.0,19.09.2024,20:00,home,2,1,W,team,1.7,0.15,0.55,0.45,14,7,5,2,6,1,0.81,0.81,3.0,6.0,5,3,4,2,0,6,29,14,14,23,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,33,1,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,1,0.3,1,0.6666666666666666,0.5566666666666666
18.0,Brest,4,1,3,10,11,-1,13,Shakhtar Donetsk,27.0,22.01.2025,17:45,away,0,2,L,opponent,0.43,1.93,0.53,0.47,10,9,4,5,4,3,0.82,0.85,1.0,1.0,5,3,1,1,0,2,17,11,11,17,3,4,0.0,4.0,5.0,7.0,5.0,2.0,0.0,0.0,15.0,16.0,0.65,0.8,0.15,0.14,14.0,8.0,0.61,0.67,15.0,39.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,29,0,2,2,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.5,0.5,0,0.2,-2,0.5714285714285714,0.45999999999999996
18.0,Brest,4,1,3,10,11,-1,13,Bayer Leverkusen,6.0,23.10.2024,17:45,home,1,1,D,draw,0.46,0.97,0.41,0.59,11,8,3,3,2,6,0.84,0.89,2.0,4.0,5,3,3,2,0,2,12,10,10,12,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.1,0,0.5,0.38
18.0,Brest,4,1,3,10,11,-1,13,Barcelona,2.0,26.11.2024,20:00,away,0,3,L,opponent,0.07,2.86,0.24,0.76,2,19,0,8,0,4,0.73,0.89,4.0,0.0,2,4,0,7,6,0,8,19,19,8,5,0,0.0,5.0,2.0,15.0,0.0,4.0,0.0,0.0,5.0,49.0,0.55,0.74,0.13,0.27,19.0,20.0,0.55,0.6,34.0,11.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,0,2,2,0.4444444444444444,0.4444444444444444,0.5,0.4,0.5,0,0.0,-3,0.4444444444444444,0.3111111111111111
18.0,Brest,4,1,3,10,11,-1,13,Real Madrid,11.0,29.01.2025,20:00,home,0,3,L,opponent,1.34,2.35,0.4,0.6,23,14,5,6,4,3,0.87,0.91,1.0,4.0,13,6,5,2,2,1,12,11,11,12,3,5,0.0,7.0,13.0,11.0,10.0,3.0,0.0,0.0,20.0,34.0,0.7,0.88,0.53,0.18,20.0,15.0,0.65,0.8,15.0,27.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,27,1,2,2,0.4,0.4,0.4,0.4,0.5,0,0.0,-3,0.4,0.28
21.0,Celtic,3,3,2,13,14,-1,12,Dortmund,10.0,01.10.2024,20:00,away,1,7,L,opponent,0.94,2.8,0.47,0.53,10,17,3,14,4,8,0.87,0.88,2.0,2.0,3,2,4,1,3,4,19,7,7,15,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,15,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-6,0.0,0.0
21.0,Celtic,3,3,2,13,14,-1,12,RB Leipzig,32.0,05.11.2024,20:00,home,3,1,W,team,1.79,1.28,0.6,0.4,17,10,5,3,7,8,0.91,0.87,0.0,1.0,8,4,4,3,2,1,13,7,7,13,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,26,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.2,2,0.5,0.41000000000000003
21.0,Celtic,3,3,2,13,14,-1,12,D. Zagreb,25.0,10.12.2024,17:45,away,0,0,D,draw,0.43,0.53,0.69,0.31,7,11,1,2,10,4,0.88,0.73,3.0,2.0,3,6,3,3,1,1,9,9,9,9,2,1,0.0,1.0,4.0,7.0,3.0,4.0,0.0,0.0,24.0,20.0,0.72,0.61,0.11,0.58,24.0,19.0,0.65,0.44,9.0,22.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,0,0,0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0,0.2,0,0.3333333333333333,0.29333333333333333
21.0,Celtic,3,3,2,13,14,-1,12,Bayern Munich,12.0,12.02.2025,20:00,home,1,2,L,opponent,1.37,0.7,0.43,0.57,9,10,2,5,7,7,0.88,0.91,0.0,0.0,3,3,4,2,1,4,4,4,4,4,3,1,2.0,3.0,8.0,6.0,1.0,4.0,0.0,0.0,20.0,30.0,0.7,0.84,0.11,0.18,17.0,17.0,0.47,0.75,27.0,26.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,7,1,2,2,0.25,0.25,0.5,0.0,0.5,0,0.1,-1,0.25,0.20500000000000002
