Rank,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,opponent_rank,Time,team_goals,opponent_goals,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent
1.0,25,7,2,88,27,61,82,11.0,0.8801955985915914,3,0,3.97,0.06,0.54,0.46,29.0,2.0,13.0,0.0,8.0,0.0,0.91,0.82,1.0,1.0,9.0,1.0,7.0,1.0,3.0,1.0,16.0,11.0,18.0,16.0,11.0,16.0,10.0,6.0,0.0,10.0,6.0,0.0,27.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,47.0,13.0,0.8,0.61,0.17,0.2,0.63,0.68,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,10.0,0.9926650361894058,3,1,2.67,0.32,0.64,0.36,20.0,6.0,10.0,2.0,4.0,2.0,0.9,0.82,2.0,3.0,5.0,2.0,5.0,2.0,1.0,2.0,17.0,8.0,17.0,8.0,8.0,17.0,7.0,8.0,1.0,7.0,4.0,2.0,13.0,2.0,7.0,4.0,0.0,1.0,0.0,1.0,46.0,6.0,0.76,0.72,0.33,0.3,0.46,0.57,8.0,23.0,0.0,0.0,1.98,0.69,0.0,0.0,0.66,0.38,1.07,0.39,50.0,30.0,0.0,1.0,0.69,1.98,-0.31,-1.02
1.0,25,7,2,88,27,61,82,16.0,0.9926650361894058,3,0,1.41,0.02,0.67,0.33,22.0,3.0,9.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,8.0,2.0,5.0,1.0,1.0,1.0,14.0,12.0,22.0,10.0,11.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,13.0,0.9926650361894058,0,0,1.16,0.08,0.64,0.36,14.0,3.0,7.0,1.0,8.0,3.0,0.9,0.81,1.0,3.0,4.0,2.0,3.0,0.0,0.0,1.0,12.0,11.0,22.0,14.0,11.0,12.0,13.0,9.0,1.0,7.0,2.0,0.0,12.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,26.0,6.0,0.81,0.74,0.33,0.0,0.63,0.67,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,16.0,0.8801955985915914,2,2,1.24,1.13,0.57,0.43,9.0,11.0,3.0,4.0,5.0,4.0,0.88,0.85,5.0,5.0,4.0,2.0,2.0,5.0,0.0,2.0,22.0,13.0,21.0,19.0,13.0,22.0,5.0,6.0,2.0,1.0,4.0,1.0,5.0,6.0,4.0,5.0,0.0,0.0,1.0,0.0,21.0,13.0,0.75,0.69,0.4,0.13,0.78,0.58,19.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,17.0,0.9853300728678092,5,0,3.84,0.24,0.67,0.33,27.0,5.0,8.0,1.0,5.0,1.0,0.0,0.0,1.0,4.0,11.0,3.0,8.0,1.0,2.0,1.0,18.0,8.0,20.0,18.0,5.0,18.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,14.0,0.9926650361894058,2,0,1.15,0.42,0.64,0.36,15.0,3.0,5.0,1.0,6.0,2.0,0.86,0.72,1.0,1.0,5.0,1.0,5.0,1.0,1.0,2.0,16.0,12.0,19.0,21.0,12.0,16.0,16.0,17.0,1.0,3.0,3.0,1.0,6.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,31.0,10.0,0.72,0.46,0.11,0.17,0.65,0.7,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,7.0,0.9926650361894058,3,0,3.75,0.2,0.64,0.36,33.0,6.0,13.0,1.0,8.0,4.0,0.88,0.81,1.0,1.0,9.0,4.0,11.0,1.0,2.0,3.0,7.0,10.0,24.0,16.0,10.0,7.0,5.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,18.0,0.9926650361894058,5,0,4.03,0.42,0.62,0.38,23.0,6.0,12.0,0.0,5.0,3.0,0.89,0.76,4.0,3.0,5.0,4.0,6.0,2.0,4.0,2.0,14.0,14.0,16.0,18.0,14.0,14.0,9.0,8.0,0.0,7.0,8.0,0.0,18.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,50.0,11.0,0.81,0.56,0.31,0.33,0.8,0.43,12.0,19.0,0.0,0.0,5.7,0.0,3.0,0.0,0.54,0.47,3.13,0.43,41.0,45.0,0.0,0.0,0.0,5.7,0.0,-0.29
1.0,25,7,2,88,27,61,82,8.0,0.9853300728678092,3,0,2.31,0.25,0.67,0.33,21.0,4.0,5.0,2.0,14.0,1.0,0.0,0.0,0.0,2.0,8.0,2.0,8.0,0.0,1.0,2.0,16.0,11.0,14.0,9.0,8.0,13.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,15.0,0.8801955985915914,3,0,2.25,0.35,0.66,0.34,13.0,7.0,7.0,0.0,2.0,3.0,0.86,0.73,1.0,7.0,6.0,4.0,0.0,3.0,1.0,1.0,18.0,18.0,11.0,24.0,18.0,18.0,8.0,8.0,0.0,4.0,5.0,0.0,11.0,3.0,2.0,4.0,1.0,0.0,0.0,0.0,32.0,5.0,0.81,0.63,0.09,0.25,0.69,0.56,10.0,23.0,0.0,2.0,2.84,0.0,0.0,0.0,0.67,0.48,0.65,0.19,44.0,49.0,0.0,0.0,0.0,2.84,0.0,-0.16
1.0,25,7,2,88,27,61,82,2.0,0.9926650361894058,1,0,1.14,0.72,0.45,0.55,12.0,14.0,6.0,2.0,4.0,8.0,0.84,0.82,2.0,3.0,3.0,9.0,3.0,3.0,0.0,0.0,14.0,13.0,21.0,16.0,13.0,14.0,8.0,11.0,2.0,5.0,2.0,2.0,7.0,8.0,5.0,6.0,1.0,0.0,0.0,0.0,23.0,34.0,0.78,0.66,0.29,0.27,0.53,0.75,34.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,5.0,0.9926650361894058,0,1,1.51,0.37,0.74,0.26,21.0,4.0,4.0,3.0,8.0,2.0,0.91,0.66,2.0,9.0,9.0,1.0,8.0,0.0,0.0,1.0,18.0,9.0,23.0,17.0,9.0,18.0,5.0,10.0,2.0,4.0,2.0,1.0,14.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,44.0,5.0,0.86,0.44,0.26,0.0,0.6,0.58,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,25,7,2,88,27,61,82,3.0,0.9926650361894058,2,0,1.32,0.31,0.55,0.45,11.0,8.0,4.0,2.0,2.0,3.0,0.0,0.0,1.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,19.0,16.0,13.0,19.0,14.0,18.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25,5,4,84,28,56,80,12.0,0.8801955985915914,2,0,2.05,0.52,0.51,0.49,14.0,12.0,8.0,5.0,6.0,5.0,0.82,0.85,3.0,2.0,2.0,5.0,4.0,2.0,4.0,0.0,15.0,10.0,14.0,18.0,10.0,15.0,7.0,3.0,5.0,6.0,4.0,2.0,10.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,32.0,13.0,0.61,0.72,0.06,0.21,0.78,0.46,16.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25,5,4,84,28,56,80,15.0,0.9926650361894058,3,2,1.98,1.12,0.59,0.41,14.0,7.0,8.0,3.0,7.0,0.0,0.83,0.76,2.0,3.0,4.0,4.0,2.0,0.0,1.0,2.0,14.0,17.0,26.0,14.0,17.0,14.0,9.0,9.0,1.0,5.0,5.0,1.0,11.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,21.0,8.0,0.63,0.58,0.27,0.13,0.45,0.46,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,25,5,4,84,28,56,80,17.0,0.9853300728678092,3,2,2.34,1.77,0.71,0.29,13.0,12.0,7.0,6.0,5.0,4.0,0.86,0.68,1.0,1.0,5.0,4.0,1.0,2.0,2.0,2.0,13.0,13.0,16.0,12.0,13.0,13.0,8.0,4.0,4.0,4.0,3.0,4.0,9.0,9.0,4.0,3.0,0.0,1.0,0.0,1.0,38.0,14.0,0.75,0.59,0.25,0.17,0.57,0.63,29.0,31.0,0.0,0.0,2.26,2.33,3.0,1.0,0.59,0.46,2.29,0.72,58.0,62.0,0.0,1.0,2.33,2.26,0.33,-0.74
2.0,25,5,4,84,28,56,80,17.0,0.8801955985915914,2,1,1.5,0.75,0.7,0.3,18.0,9.0,7.0,4.0,8.0,3.0,0.89,0.72,0.0,1.0,6.0,3.0,5.0,2.0,4.0,0.0,10.0,5.0,22.0,16.0,5.0,10.0,10.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
