Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
11.0,Real Sociedad,13,7,18,35,46,-11,46,Osasuna,9.0,02.02.2025,17:30,away,1,2,L,opponent,1.75,0.65,0.63,0.37,13,11,3,4,4.0,2.0,5,3,0.85,0.78,3.0,3.0,7,3,3,4,11.0,6.0,2.0,5.0,0.0,0.0,40.0,16.0,1,1,10,8,0.71,0.6,0.38,0.25,22,16,8,10,0.83,0.62,19.0,26.0,5.0,5.0,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,0,2,2,0.3333333333333333,0.3333333333333333,1.0,0.0,0.5,0,0.2,-1,0.3333333333333333,0.29333333333333333
11.0,Real Sociedad,13,7,18,35,46,-11,46,Barcelona,1.0,02.03.2025,15:15,away,0,4,L,opponent,0.0,2.92,0.23,0.77,0,33,0,10,0.0,5.0,0,12,0.72,0.91,0.0,0.0,0,9,0,14,0.0,22.0,0.0,11.0,0.0,1.0,1.0,67.0,3,0,15,6,0.42,0.9,0.25,0.21,15,21,6,15,0.6,0.53,33.0,6.0,8.0,6.0,6,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,0,2,2,0.25,0.25,1.0,0.0,0.5,0,0.1,-4,0.25,0.20500000000000002
11.0,Real Sociedad,13,7,18,35,46,-11,46,Sevilla,17.0,03.11.2024,17:30,away,2,0,W,team,1.37,1.09,0.46,0.54,9,8,3,0,0.0,0.0,9,5,0.8,0.79,1.0,2.0,4,5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,6,17,0.0,0.0,0.0,0.0,16,22,17,6,0.0,0.0,0.0,0.0,7.0,11.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,16,0,1,1,0.4,0.4,1.0,0.25,0.5,1,0.3,2,0.4,0.37000000000000005
11.0,Real Sociedad,13,7,18,35,46,-11,46,Ath Bilbao,4.0,04.05.2025,20:00,home,0,0,D,draw,0.71,0.17,0.59,0.41,12,3,3,1,1.0,0.0,7,3,0.81,0.74,1.0,2.0,5,1,4,1,9.0,2.0,3.0,1.0,0.0,0.0,27.0,14.0,3,1,13,18,0.46,0.51,0.2,0.08,23,20,18,13,0.6,0.64,19.0,25.0,11.0,11.0,1,3,0.0,0.0,0.0,0.0,0.28,0.01,0.0,0.0,0.45,0.38,0.42,0.38,66.0,54.0,0.0,0.0,0.0,0.0,0.01,0.28,0.01,0.28,15,1,1,0,0,0.3333333333333333,0.3333333333333333,0.5,0.25,0.5,0,0.2,0,0.3333333333333333,0.29333333333333333
11.0,Real Sociedad,13,7,18,35,46,-11,46,Las Palmas,19.0,06.04.2025,13:00,away,3,1,W,team,2.56,2.05,0.48,0.52,13,13,8,5,6.0,2.0,4,5,0.81,0.77,2.0,0.0,3,4,2,4,10.0,9.0,3.0,4.0,1.0,1.0,24.0,33.0,1,5,7,10,0.73,0.63,0.27,0.21,28,20,10,7,0.54,0.71,43.0,13.0,4.0,9.0,4,5,0.0,0.0,0.0,0.0,2.68,1.67,0.0,1.0,0.4,0.39,1.32,1.65,45.0,47.0,1.0,0.0,0.0,0.0,1.67,2.68,0.67,-0.32,15,9,0,1,1,0.42857142857142855,0.42857142857142855,0.5,0.4,0.5,1,0.4,2,0.42857142857142855,0.42000000000000004
11.0,Real Sociedad,13,7,18,35,46,-11,46,Atl. Madrid,3.0,06.10.2024,20:00,home,1,1,D,draw,0.93,0.39,0.67,0.33,16,4,7,1,0.0,0.0,5,1,0.0,0.0,0.0,2.0,9,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,11,13,0.0,0.0,0.0,0.0,19,22,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2,1,0,0,0.375,0.375,0.3333333333333333,0.4,0.5,0,0.2,0,0.375,0.3225
11.0,Real Sociedad,13,7,18,35,46,-11,46,Leganes,18.0,08.12.2024,13:00,away,3,0,W,team,1.73,0.64,0.44,0.56,15,11,5,2,2.0,1.0,3,5,0.75,0.75,2.0,2.0,3,6,7,3,10.0,5.0,5.0,6.0,0.0,0.0,23.0,10.0,1,5,12,15,0.61,0.57,0.25,0.5,18,23,15,12,0.52,0.55,28.0,21.0,11.0,10.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,10,0,1,1,0.4444444444444444,0.4444444444444444,0.3333333333333333,0.5,0.5,1,0.4,3,0.4444444444444444,0.4311111111111111
11.0,Real Sociedad,13,7,18,35,46,-11,46,Espanyol,14.0,09.02.2025,17:30,home,2,1,W,team,1.49,0.87,0.7,0.3,13,4,3,1,2.0,1.0,6,0,0.84,0.68,1.0,2.0,5,1,5,2,9.0,3.0,4.0,1.0,0.0,0.0,22.0,8.0,0,3,17,11,0.71,0.47,0.13,0.0,21,26,11,17,0.65,0.42,22.0,22.0,4.0,15.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,1,1,1,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,0.5
11.0,Real Sociedad,13,7,18,35,46,-11,46,Sevilla,17.0,09.03.2025,20:00,home,0,1,L,opponent,0.75,0.62,0.61,0.39,7,9,2,4,2.0,2.0,6,3,0.84,0.8,2.0,1.0,5,4,0,1,4.0,7.0,3.0,2.0,0.0,1.0,15.0,19.0,1,3,12,14,0.67,0.68,0.16,0.5,32,17,14,12,0.33,0.5,12.0,36.0,4.0,10.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,16,1,2,2,0.45454545454545453,0.5,0.4,0.5,1.0,0,0.30000000000000004,-1,0.5,0.44000000000000006
11.0,Real Sociedad,13,7,18,35,46,-11,46,Atl. Madrid,3.0,10.05.2025,20:00,away,0,4,L,opponent,0.49,1.33,0.39,0.61,6,13,1,7,0.0,3.0,3,3,0.88,0.91,1.0,0.0,1,5,4,1,2.0,8.0,4.0,5.0,0.0,1.0,10.0,20.0,1,3,7,12,0.68,0.79,0.11,0.14,18,17,12,7,0.67,0.64,28.0,16.0,4.0,8.0,3,1,0.0,0.0,0.0,0.0,0.38,3.02,0.0,0.0,0.5,0.63,0.46,0.35,36.0,30.0,0.0,1.0,0.0,0.0,3.02,0.38,-0.98,0.38,15,2,0,2,2,0.4166666666666667,0.4,0.4,0.42857142857142855,0.0,0,0.1,-4,0.4,0.31000000000000005
11.0,Real Sociedad,13,7,18,35,46,-11,46,Barcelona,1.0,10.11.2024,20:00,home,1,0,W,team,1.85,0.64,0.3,0.7,14,11,6,0,0.0,0.0,7,6,0.7,0.85,3.0,1.0,4,5,4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,6,17,0.0,0.0,0.0,0.0,18,27,17,6,0.0,0.0,0.0,0.0,13.0,5.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,1,1,1,0.46153846153846156,0.5,0.5,0.42857142857142855,0.0,1,0.3,1,0.5,0.43999999999999995
11.0,Real Sociedad,13,7,18,35,46,-11,46,Mallorca,10.0,12.04.2025,13:00,home,0,2,L,opponent,0.69,0.53,0.65,0.35,15,7,4,3,0.0,1.0,8,2,0.84,0.72,3.0,1.0,5,4,6,0,11.0,7.0,4.0,0.0,0.0,0.0,24.0,12.0,1,2,12,11,0.7,0.56,0.23,0.33,26,20,11,12,0.44,0.75,24.0,51.0,3.0,5.0,1,4,0.0,0.0,0.0,0.0,0.9,0.24,0.0,0.0,0.44,0.38,0.75,0.39,61.0,61.0,0.0,0.0,1.0,0.0,0.24,0.9,-1.84,0.9,15,11,1,2,2,0.42857142857142855,0.5,0.42857142857142855,0.42857142857142855,0.5,0,0.2,-2,0.5,0.41000000000000003
11.0,Real Sociedad,13,7,18,35,46,-11,46,Villarreal,5.0,13.01.2025,20:00,home,1,0,W,team,0.66,1.1,0.56,0.44,6,15,3,5,1.0,1.0,3,7,0.85,0.76,4.0,2.0,2,4,1,6,3.0,11.0,3.0,4.0,1.0,0.0,19.0,33.0,2,2,6,17,0.67,0.67,0.08,0.29,19,26,17,6,0.58,0.68,36.0,30.0,9.0,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,19,1,1,1,0.4666666666666667,0.5,0.5,0.42857142857142855,0.5,1,0.4,1,0.5,0.47
11.0,Real Sociedad,13,7,18,35,46,-11,46,Celta Vigo,7.0,13.05.2025,19:00,home,0,1,L,opponent,1.73,1.1,0.61,0.39,15,6,5,2,8.0,3.0,14,1,0.84,0.74,3.0,1.0,6,3,4,1,13.0,5.0,2.0,1.0,1.0,0.0,26.0,6.0,5,3,11,18,0.68,0.55,0.26,1.0,21,17,18,11,0.4,0.64,8.0,36.0,12.0,2.0,1,5,0.0,0.0,0.0,0.0,0.68,0.56,0.0,2.0,0.43,0.35,1.18,0.46,42.0,36.0,0.0,0.0,0.0,0.0,0.56,0.68,-0.52,0.68,15,5,1,2,2,0.4375,0.5,0.4444444444444444,0.42857142857142855,0.5,0,0.2,-1,0.5,0.41000000000000003
11.0,Real Sociedad,13,7,18,35,46,-11,46,Real Madrid,2.0,14.09.2024,20:00,home,0,2,L,opponent,1.43,2.37,0.48,0.52,11,16,2,7,0.0,0.0,6,6,0.0,0.0,4.0,1.0,6,2,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,11,13,0.0,0.0,0.0,0.0,18,19,12,9,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,1,2,2,0.4117647058823529,0.4,0.4,0.42857142857142855,0.5,0,0.1,-2,0.4,0.31000000000000005
11.0,Real Sociedad,13,7,18,35,46,-11,46,Las Palmas,19.0,15.12.2024,17:30,home,0,0,D,draw,0.6,0.85,0.61,0.39,15,9,4,3,1.0,2.0,8,6,0.78,0.68,2.0,3.0,6,3,5,3,10.0,4.0,5.0,5.0,1.0,1.0,26.0,14.0,5,4,12,17,0.67,0.55,0.14,0.1,29,21,17,12,0.64,0.54,11.0,32.0,9.0,7.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,9,1,0,0,0.3888888888888889,0.4,0.36363636363636365,0.42857142857142855,1.0,0,0.0,0,0.4,0.28
11.0,Real Sociedad,13,7,18,35,46,-11,46,Betis,6.0,16.02.2025,20:00,away,0,3,L,opponent,0.34,2.45,0.31,0.69,5,24,1,8,0.0,3.0,5,5,0.67,0.9,2.0,0.0,3,7,1,9,2.0,13.0,3.0,11.0,2.0,1.0,12.0,33.0,2,0,9,15,0.51,0.86,0.15,0.18,18,11,15,9,0.67,0.92,21.0,26.0,7.0,4.0,5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,0,2,2,0.3684210526315789,0.3,0.36363636363636365,0.375,1.0,0,0.0,-3,0.3,0.21
11.0,Real Sociedad,13,7,18,35,46,-11,46,Rayo Vallecano,8.0,16.03.2025,17:30,away,2,2,D,draw,0.57,0.56,0.45,0.55,8,10,4,5,3.0,1.0,4,4,0.75,0.8,2.0,3.0,1,3,3,2,3.0,3.0,5.0,7.0,0.0,0.0,19.0,12.0,5,2,16,9,0.64,0.68,0.24,0.18,24,20,9,16,0.55,0.6,35.0,38.0,7.0,11.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,0,0,0,0.35,0.2,0.36363636363636365,0.3333333333333333,0.5,0,0.0,0,0.2,0.14
11.0,Real Sociedad,13,7,18,35,46,-11,46,Mallorca,10.0,17.09.2024,18:00,away,0,1,L,opponent,0.58,1.27,0.6,0.4,13,10,4,4,0.0,0.0,5,5,0.0,0.0,1.0,1.0,7,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,9,11,0.0,0.0,0.0,0.0,18,11,10,5,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,11,0,2,2,0.3333333333333333,0.2,0.36363636363636365,0.3,0.0,0,0.0,-1,0.2,0.14
11.0,Real Sociedad,13,7,18,35,46,-11,46,Girona,16.0,18.05.2025,18:00,home,3,2,W,team,1.92,2.15,0.54,0.46,15,9,9,5,1.0,3.0,9,2,0.87,0.84,1.0,3.0,4,3,2,1,10.0,5.0,5.0,4.0,0.0,0.0,28.0,9.0,0,5,9,10,0.78,0.66,0.32,0.13,18,11,10,9,0.54,0.44,16.0,26.0,5.0,9.0,3,6,0.0,0.0,1.0,0.0,2.08,2.57,0.0,1.0,0.48,0.46,0.92,0.55,42.0,52.0,0.0,0.0,1.0,0.0,2.57,2.08,0.57,-0.92,15,8,1,1,1,0.36363636363636365,0.3,0.4166666666666667,0.3,0.5,1,0.3,1,0.3,0.3
11.0,Real Sociedad,13,7,18,35,46,-11,46,Rayo Vallecano,8.0,18.08.2024,18:00,home,1,2,L,opponent,1.55,1.5,0.66,0.34,11,12,5,5,0.0,0.0,10,5,0.0,0.0,2.0,4.0,4,4,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,26,16,0.0,0.0,0.0,0.0,37,18,14,21,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,1,2,2,0.34782608695652173,0.2,0.38461538461538464,0.3,0.0,0,0.2,-1,0.2,0.2
11.0,Real Sociedad,13,7,18,35,46,-11,46,Valencia,12.0,19.01.2025,20:00,away,0,1,L,opponent,0.81,1.64,0.66,0.34,9,7,3,2,1.0,3.0,7,4,0.8,0.68,4.0,3.0,3,2,3,3,7.0,6.0,2.0,1.0,0.0,0.0,27.0,18.0,3,2,10,12,0.68,0.56,0.14,0.18,28,28,12,10,0.64,0.42,20.0,48.0,6.0,13.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17,0,2,2,0.3333333333333333,0.2,0.38461538461538464,0.2727272727272727,0.5,0,0.1,-1,0.2,0.17
11.0,Real Sociedad,13,7,18,35,46,-11,46,Girona,16.0,19.10.2024,17:30,away,1,0,W,team,1.94,0.38,0.53,0.47,14,8,4,3,0.0,0.0,6,6,0.89,0.86,1.0,2.0,6,4,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10,12,0.0,0.0,0.0,0.0,19,23,12,10,0.0,0.0,0.0,0.0,4.0,5.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,8,0,1,1,0.36,0.2,0.38461538461538464,0.3333333333333333,1.0,1,0.3,1,0.2,0.23
11.0,Real Sociedad,13,7,18,35,46,-11,46,Villarreal,5.0,20.04.2025,15:15,away,2,2,D,draw,2.02,2.06,0.42,0.58,4,20,4,5,3.0,3.0,4,10,0.84,0.84,1.0,4.0,0,10,0,5,4.0,17.0,0.0,3.0,1.0,2.0,10.0,48.0,0,2,12,12,0.68,0.76,0.2,0.52,12,24,12,12,0.67,0.44,33.0,18.0,7.0,4.0,3,2,0.0,0.0,0.0,1.0,2.4,2.18,0.0,1.0,0.52,0.45,0.69,2.56,40.0,52.0,0.0,1.0,0.0,1.0,2.18,2.4,-0.71,0.4,15,19,0,0,0,0.34615384615384615,0.2,0.38461538461538464,0.3076923076923077,1.0,0,0.2,0,0.2,0.2
11.0,Real Sociedad,13,7,18,35,46,-11,46,Valladolid,20.0,21.09.2024,13:00,away,0,0,D,draw,1.41,0.76,0.65,0.35,14,15,4,2,0.0,0.0,7,5,0.0,0.0,4.0,4.0,6,10,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,17,17,0.0,0.0,0.0,0.0,21,27,12,15,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18,0,0,0,0.3333333333333333,0.2,0.38461538461538464,0.2857142857142857,0.5,0,0.1,0,0.2,0.17
11.0,Real Sociedad,13,7,18,35,46,-11,46,Celta Vigo,7.0,21.12.2024,15:15,away,0,2,L,opponent,0.32,1.29,0.59,0.41,7,11,1,7,0.0,1.0,7,5,0.8,0.74,5.0,3.0,3,2,3,2,6.0,4.0,1.0,7.0,0.0,0.0,14.0,22.0,1,3,19,13,0.67,0.6,0.08,0.23,25,27,13,19,0.79,0.54,10.0,32.0,18.0,10.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,5,0,2,2,0.32142857142857145,0.2,0.38461538461538464,0.26666666666666666,0.0,0,0.0,-2,0.2,0.14
11.0,Real Sociedad,13,7,18,35,46,-11,46,Leganes,18.0,23.02.2025,20:00,home,3,0,W,team,0.75,0.23,0.56,0.44,12,8,5,2,1.0,0.0,3,3,0.84,0.8,3.0,3.0,7,3,0,3,7.0,5.0,5.0,3.0,0.0,0.0,14.0,12.0,1,7,13,13,0.66,0.53,0.22,0.11,21,16,13,13,0.83,0.57,23.0,17.0,9.0,8.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,10,1,1,1,0.3448275862068966,0.3,0.42857142857142855,0.26666666666666666,1.0,1,0.3,3,0.3,0.3
11.0,Real Sociedad,13,7,18,35,46,-11,46,Alaves,15.0,23.04.2025,20:30,away,0,1,L,opponent,0.85,0.61,0.63,0.37,6,10,0,1,0.0,1.0,6,6,0.81,0.63,5.0,4.0,4,6,2,3,3.0,6.0,3.0,4.0,0.0,1.0,18.0,13.0,3,1,17,17,0.6,0.47,0.22,0.21,28,32,17,17,0.8,0.58,31.0,26.0,11.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.48,0.41,0.49,0.84,60.0,63.0,0.0,0.0,0.0,0.0,0.28,0.0,-0.72,0.0,15,0,0,2,2,0.3333333333333333,0.3,0.42857142857142855,0.25,0.5,0,0.2,-1,0.3,0.27
11.0,Real Sociedad,13,7,18,35,46,-11,46,Real Madrid,2.0,24.05.2025,15:15,away,0,2,L,opponent,0.77,2.49,0.38,0.62,9,16,1,8,2.0,5.0,4,11,0.89,0.92,0.0,0.0,4,5,4,3,7.0,10.0,2.0,6.0,0.0,0.0,17.0,39.0,1,3,5,7,0.78,0.85,0.25,0.25,11,11,7,5,0.45,0.64,26.0,10.0,10.0,8.0,6,1,0.0,0.0,0.0,0.0,0.35,2.72,0.0,2.0,0.57,0.63,0.47,1.46,40.0,29.0,1.0,0.0,0.0,0.0,2.72,0.35,0.72,0.35,15,14,0,2,2,0.3225806451612903,0.3,0.42857142857142855,0.23529411764705882,0.0,0,0.1,-2,0.3,0.24
11.0,Real Sociedad,13,7,18,35,46,-11,46,Espanyol,14.0,24.08.2024,20:30,away,1,0,W,team,1.03,1.33,0.66,0.34,8,13,4,3,0.0,0.0,4,7,0.0,0.0,2.0,2.0,4,7,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,16,24,0.0,0.0,0.0,0.0,19,13,18,14,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,6,0,1,1,0.34375,0.3,0.42857142857142855,0.2777777777777778,1.0,1,0.3,1,0.3,0.3
11.0,Real Sociedad,13,7,18,35,46,-11,46,Ath Bilbao,4.0,24.11.2024,20:00,away,0,1,L,opponent,0.7,1.29,0.61,0.39,6,12,1,4,1.0,1.0,4,4,0.82,0.73,4.0,3.0,4,3,1,5,5.0,10.0,1.0,2.0,0.0,0.0,14.0,30.0,3,1,18,9,0.6,0.64,0.14,0.25,22,31,9,18,0.71,0.68,25.0,14.0,10.0,7.0,3,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,2,2,0.3333333333333333,0.3,0.42857142857142855,0.2631578947368421,0.0,0,0.2,-1,0.3,0.27
11.0,Real Sociedad,13,7,18,35,46,-11,46,Getafe,13.0,26.01.2025,15:15,home,0,3,L,opponent,0.98,1.22,0.56,0.44,13,13,4,4,2.0,3.0,5,2,0.67,0.66,3.0,6.0,5,8,4,1,7.0,8.0,6.0,5.0,0.0,0.0,23.0,24.0,1,2,15,11,0.56,0.61,0.26,0.4,32,33,11,15,0.52,0.53,38.0,54.0,15.0,6.0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,7,1,2,2,0.3235294117647059,0.3,0.4,0.2631578947368421,0.0,0,0.1,-3,0.3,0.24
11.0,Real Sociedad,13,7,18,35,46,-11,46,Osasuna,9.0,27.10.2024,20:00,home,0,2,L,opponent,1.66,1.07,0.75,0.25,19,10,9,4,0.0,0.0,14,4,0.88,0.64,3.0,4.0,8,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,14,7,0.0,0.0,0.0,0.0,19,15,7,14,0.0,0.0,0.0,0.0,3.0,6.0,2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,12,1,2,2,0.3142857142857143,0.2,0.375,0.2631578947368421,0.0,0,0.0,-2,0.2,0.14
11.0,Real Sociedad,13,7,18,35,46,-11,46,Alaves,15.0,28.08.2024,20:30,home,1,2,L,opponent,0.96,1.42,0.53,0.47,10,14,1,5,0.0,0.0,8,6,0.0,0.0,4.0,4.0,7,8,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,18,17,0.0,0.0,0.0,0.0,24,23,16,13,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,1,2,2,0.3055555555555556,0.2,0.35294117647058826,0.2631578947368421,0.0,0,0.0,-1,0.2,0.14
11.0,Real Sociedad,13,7,18,35,46,-11,46,Valencia,12.0,28.09.2024,17:30,home,3,0,W,team,2.34,0.41,0.61,0.39,11,9,6,4,0.0,0.0,6,4,0.0,0.0,0.0,0.0,3,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,15,14,0.0,0.0,0.0,0.0,30,33,7,12,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17,1,1,1,0.32432432432432434,0.3,0.3888888888888889,0.2631578947368421,0.0,1,0.3,3,0.3,0.3
