Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
19.0,Ipswich,4,10,24,36,82,-46,22,Arsenal,2.0,20.04.2025,14:00,home,0,4,L,opponent,0.19,2.72,0.25,0.75,4,24,0,7,0.0,3.0,0,12,0.79,0.91,0.0,0.0,2,8,2,9,2.0,19.0,2.0,5.0,0.0,1.0,5.0,71.0,1,1,7,10,0.47,0.86,0.5,0.19,11,20,10,7,0.5,0.75,38.0,7.0,12.0,2.0,3,0,0.0,2.94,0.0,1.0,0.38,0.71,0.13,2.22,34.0,38.0,0.0,0.0,0.0,0.0,2.94,0.0,-1.06,0.0,0.0,0.0,1.0,0.0,9,0,1,2,2,0.13043478260869565,0.0,0.0,0.2727272727272727,0.5,0,0.0,-4,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Southampton,20.0,21.09.2024,15:00,away,1,1,D,draw,0.75,1.55,0.46,0.54,13,11,6,3,0.0,0.0,10,2,0.0,0.0,4.0,4.0,3,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,17,17,0.0,0.0,0.0,0.0,16,11,16,16,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,16,0,0,0,0.125,0.0,0.0,0.25,0.0,0,0.0,0,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Newcastle,5.0,21.12.2024,15:00,home,0,4,L,opponent,0.7,2.31,0.41,0.59,10,15,2,7,1.0,5.0,2,1,0.82,0.87,2.0,0.0,4,7,4,1,8.0,13.0,2.0,2.0,0.0,1.0,20.0,35.0,3,0,7,9,0.67,0.65,0.25,0.5,10,19,9,7,0.6,0.64,14.0,15.0,3.0,6.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,14,1,2,2,0.12,0.0,0.0,0.25,0.5,0,0.0,-4,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Tottenham,17.0,22.02.2025,15:00,home,1,4,L,opponent,1.13,1.62,0.41,0.59,17,10,5,6,1.0,1.0,4,4,0.82,0.87,2.0,1.0,5,1,7,3,10.0,10.0,7.0,0.0,1.0,0.0,26.0,23.0,2,1,14,15,0.71,0.71,0.32,0.25,12,8,15,14,0.5,0.56,11.0,14.0,8.0,4.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,17,1,2,2,0.11538461538461539,0.0,0.0,0.25,1.0,0,0.0,-3,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Manchester City,3.0,24.08.2024,15:00,away,1,4,L,opponent,0.37,2.66,0.24,0.76,2,14,2,5,0.0,0.0,1,10,0.0,0.0,3.0,2.0,0,4,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,4,16,0.0,0.0,0.0,0.0,11,23,15,4,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,0,2,2,0.1111111111111111,0.0,0.0,0.23076923076923078,0.0,0,0.0,-3,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Manchester Utd,15.0,24.11.2024,16:30,home,1,1,D,draw,1.75,0.9,0.4,0.6,11,11,6,4,3.0,2.0,4,3,0.83,0.87,0.0,0.0,3,5,2,2,5.0,8.0,6.0,3.0,0.0,0.0,11.0,16.0,0,1,10,12,0.72,0.71,0.25,0.14,17,21,12,10,0.44,0.57,13.0,16.0,4.0,10.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,13,1,0,0,0.10714285714285714,0.0,0.0,0.23076923076923078,0.5,0,0.0,0,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Liverpool,1.0,25.01.2025,15:00,away,1,4,L,opponent,0.43,1.9,0.29,0.71,3,16,3,6,2.0,3.0,4,3,0.78,0.9,2.0,0.0,0,7,0,3,2.0,10.0,1.0,6.0,0.0,1.0,7.0,43.0,1,0,10,11,0.57,0.86,0.33,0.21,11,18,11,10,0.55,0.59,34.0,7.0,13.0,3.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9,11,0,2,2,0.10344827586206896,0.0,0.0,0.21428571428571427,0.0,0,0.0,-3,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,West Ham,14.0,25.05.2025,16:00,home,1,3,L,opponent,0.79,1.01,0.41,0.59,14,10,4,6,1.0,1.0,4,0,0.84,0.87,1.0,1.0,5,1,5,3,10.0,7.0,4.0,3.0,0.0,0.0,32.0,16.0,2,1,9,10,0.79,0.7,0.14,0.22,17,18,10,9,0.67,0.4,25.0,34.0,10.0,9.0,3,3,0.25,1.82,0.0,0.0,0.56,0.39,0.55,0.59,42.0,56.0,0.0,1.0,1.0,0.0,1.82,0.25,-1.18,-0.75,0.0,0.0,0.0,0.0,9,18,1,2,2,0.1,0.0,0.0,0.21428571428571427,0.0,0,0.0,-2,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Manchester Utd,15.0,26.02.2025,19:30,away,2,3,L,opponent,1.42,0.72,0.56,0.44,12,10,3,6,1.0,2.0,6,5,0.86,0.82,4.0,4.0,4,1,5,3,5.0,8.0,7.0,2.0,0.0,0.0,19.0,23.0,2,0,9,16,0.76,0.62,0.13,0.29,9,15,16,9,0.6,0.56,22.0,24.0,10.0,5.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9,13,0,2,2,0.0967741935483871,0.0,0.0,0.2,0.0,0,0.0,-1,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Newcastle,5.0,26.04.2025,15:00,away,0,3,L,opponent,0.12,3.05,0.22,0.78,4,25,0,5,0.0,5.0,2,11,0.67,0.92,4.0,1.0,1,11,3,9,2.0,13.0,2.0,12.0,0.0,1.0,6.0,66.0,0,4,9,9,0.54,0.9,0.17,0.24,14,23,9,9,0.5,0.33,46.0,16.0,1.0,4.0,2,0,0.0,2.14,0.0,1.0,0.39,0.59,0.06,2.1,43.0,43.0,1.0,0.0,0.0,0.0,2.14,0.0,-0.86,0.0,0.0,2.0,1.0,0.0,9,14,0,2,2,0.09375,0.0,0.0,0.1875,0.0,0,0.0,-3,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Brentford,10.0,26.10.2024,15:00,away,3,4,L,opponent,1.36,3.94,0.35,0.65,11,20,5,9,0.0,0.0,5,4,0.72,0.84,3.0,0.0,6,5,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,7,10,0.0,0.0,0.0,0.0,11,25,10,7,0.0,0.0,0.0,0.0,10.0,3.0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9,3,0,2,2,0.09090909090909091,0.0,0.0,0.17647058823529413,0.0,0,0.0,-1,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Arsenal,2.0,27.12.2024,20:15,away,0,1,L,opponent,0.16,1.94,0.32,0.68,3,13,0,5,0.0,3.0,1,5,0.81,0.9,1.0,1.0,0,3,3,5,0.0,9.0,3.0,4.0,0.0,0.0,5.0,40.0,2,1,7,12,0.79,0.83,0.13,0.28,10,16,12,7,0.56,0.55,29.0,14.0,14.0,6.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,2,2,0.08823529411764706,0.0,0.0,0.16666666666666666,0.0,0,0.0,-1,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Aston Villa,6.0,29.09.2024,14:00,home,2,2,D,draw,1.73,1.13,0.44,0.56,15,7,5,3,0.0,0.0,10,0,0.0,0.0,4.0,1.0,5,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,16,10,0.0,0.0,0.0,0.0,12,12,10,14,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,1,0,0,0.08571428571428572,0.0,0.0,0.16666666666666666,0.0,0,0.0,0,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Nottingham,7.0,30.11.2024,15:00,away,0,1,L,opponent,0.63,1.63,0.55,0.45,7,12,3,5,0.0,2.0,7,8,0.79,0.76,3.0,1.0,2,5,2,2,5.0,8.0,2.0,4.0,0.0,1.0,19.0,25.0,1,3,5,16,0.73,0.66,0.18,0.35,26,19,16,5,0.63,0.6,19.0,22.0,4.0,7.0,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,15,0,2,2,0.08333333333333333,0.0,0.0,0.15789473684210525,0.0,0,0.0,-1,0.0,0.0
19.0,Ipswich,4,10,24,36,82,-46,22,Chelsea,4.0,30.12.2024,19:45,home,2,0,W,team,1.58,2.0,0.24,0.76,9,20,6,5,2.0,4.0,4,7,0.63,0.9,4.0,4.0,1,7,2,8,8.0,13.0,1.0,7.0,0.0,2.0,15.0,36.0,0,2,5,9,0.42,0.84,0.29,0.11,10,21,9,5,0.41,0.45,26.0,14.0,6.0,5.0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,5,1,1,1,0.10810810810810811,0.2,0.05555555555555555,0.15789473684210525,0.0,1,0.3,2,0.2,0.23
19.0,Ipswich,4,10,24,36,82,-46,22,Fulham,11.0,31.08.2024,15:00,home,1,1,D,draw,1.28,1.32,0.48,0.52,11,9,4,4,0.0,0.0,8,6,0.0,0.0,2.0,3.0,4,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,16,18,0.0,0.0,0.0,0.0,7,25,15,15,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,1,0,0,0.10526315789473684,0.2,0.05263157894736842,0.15789473684210525,0.0,0,0.2,0,0.2,0.2
18.0,Leicester,6,7,25,33,80,-47,25,Everton,13.0,01.02.2025,15:00,away,0,4,L,opponent,0.39,2.35,0.53,0.47,9,13,1,7,0.0,7.0,6,5,0.81,0.81,0.0,0.0,2,4,6,2,5.0,11.0,4.0,2.0,0.0,1.0,16.0,33.0,1,3,7,13,0.56,0.64,0.14,0.33,13,24,13,7,0.67,0.62,16.0,27.0,8.0,5.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-4,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Manchester City,3.0,02.04.2025,19:45,away,0,2,L,opponent,0.02,2.52,0.27,0.73,2,18,0,5,0.0,2.0,0,5,0.8,0.94,4.0,1.0,2,5,0,8,1.0,11.0,1.0,7.0,0.0,0.0,3.0,47.0,1,2,11,8,0.64,0.89,0.29,0.25,9,10,8,11,0.47,0.67,26.0,16.0,6.0,3.0,3,0,0.0,2.76,0.0,1.0,0.31,0.65,0.12,2.12,39.0,38.0,0.0,0.0,1.0,0.0,2.76,0.0,0.76,0.0,0.0,0.0,0.0,0.0,10,12,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Ipswich,19.0,02.11.2024,15:00,away,1,1,D,draw,1.95,0.99,0.57,0.43,20,14,6,2,0.0,0.0,6,4,0.79,0.76,2.0,6.0,6,6,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,10,0.0,0.0,0.0,0.0,17,24,10,11,0.0,0.0,0.0,0.0,2.0,9.0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,9,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Southampton,20.0,03.05.2025,15:00,home,2,0,W,team,1.27,0.51,0.49,0.51,14,8,4,2,2.0,1.0,6,7,0.89,0.87,1.0,3.0,4,1,6,5,9.0,6.0,5.0,2.0,1.0,0.0,21.0,19.0,1,1,13,12,0.73,0.71,0.29,0.4,12,17,12,13,0.55,0.77,19.0,16.0,11.0,5.0,2,2,1.16,0.4,0.0,0.0,0.41,0.47,0.36,0.58,36.0,42.0,0.0,0.0,0.0,0.0,0.4,1.16,0.4,-0.84,0.0,0.0,0.0,0.0,10,16,1,1,1,0.25,0.25,1.0,0.0,0.5,1,0.3,2,0.25,0.265
18.0,Leicester,6,7,25,33,80,-47,25,West Ham,14.0,03.12.2024,20:15,home,3,1,W,team,1.35,3.09,0.39,0.61,8,31,6,10,7.0,3.0,3,9,0.75,0.86,2.0,2.0,2,10,0,11,8.0,24.0,0.0,7.0,0.0,1.0,20.0,55.0,1,2,7,9,0.58,0.8,0.18,0.37,13,27,9,7,0.61,0.57,30.0,10.0,10.0,5.0,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,18,1,1,1,0.4,0.4,1.0,0.0,0.5,2,0.5,2,0.4,0.43
18.0,Leicester,6,7,25,33,80,-47,25,Aston Villa,6.0,04.01.2025,15:00,away,1,2,L,opponent,0.36,1.4,0.39,0.61,4,13,2,5,2.0,3.0,2,6,0.85,0.89,1.0,0.0,2,3,0,5,3.0,8.0,1.0,5.0,0.0,1.0,9.0,25.0,1,1,10,11,0.61,0.77,0.1,0.18,17,18,11,10,0.55,0.58,16.0,15.0,10.0,8.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,2,2,0.3333333333333333,0.4,1.0,0.0,0.5,0,0.30000000000000004,-1,0.4,0.37000000000000005
18.0,Leicester,6,7,25,33,80,-47,25,Bournemouth,9.0,05.10.2024,15:00,home,1,0,W,team,0.57,1.17,0.44,0.56,6,17,2,2,0.0,0.0,0,9,0.0,0.0,4.0,1.0,4,11,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,16,13,0.0,0.0,0.0,0.0,29,20,12,14,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,1,1,1,0.42857142857142855,0.6,1.0,0.0,0.5,1,0.4,1,0.6,0.54
18.0,Leicester,6,7,25,33,80,-47,25,Newcastle,5.0,07.04.2025,20:00,home,0,3,L,opponent,0.47,3.26,0.58,0.42,7,16,2,5,0.0,4.0,12,2,0.84,0.8,2.0,0.0,4,8,1,3,6.0,10.0,1.0,6.0,0.0,1.0,16.0,23.0,3,2,9,8,0.68,0.7,0.26,0.14,19,14,8,9,0.59,0.74,11.0,33.0,15.0,6.0,2,2,0.37,2.94,0.0,0.0,0.44,0.38,0.6,0.8,48.0,46.0,3.0,1.0,1.0,0.0,2.94,0.37,-0.06,0.37,0.0,0.0,0.0,0.0,10,14,1,2,2,0.375,0.6,0.75,0.0,0.5,0,0.2,-3,0.6,0.48
18.0,Leicester,6,7,25,33,80,-47,25,Brighton,8.0,08.12.2024,14:00,home,2,2,D,draw,1.27,1.52,0.54,0.46,10,16,3,7,3.0,0.0,4,5,0.84,0.86,1.0,2.0,2,6,5,3,7.0,8.0,3.0,8.0,0.0,0.0,16.0,23.0,1,0,10,9,0.68,0.67,0.25,0.44,25,10,9,10,0.43,0.71,9.0,22.0,5.0,7.0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,1,0,0,0.3333333333333333,0.4,0.6,0.0,0.5,0,0.1,0,0.4,0.31000000000000005
18.0,Leicester,6,7,25,33,80,-47,25,Chelsea,4.0,09.03.2025,14:00,away,0,1,L,opponent,0.1,1.68,0.43,0.57,3,20,3,7,0.0,2.0,2,12,0.82,0.87,0.0,1.0,0,5,0,8,1.0,10.0,2.0,10.0,0.0,1.0,4.0,48.0,2,0,12,13,0.59,0.81,0.06,0.3,20,11,13,12,0.67,0.82,37.0,22.0,5.0,10.0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,0,2,2,0.3,0.2,0.6,0.0,0.5,0,0.0,-1,0.2,0.14
18.0,Leicester,6,7,25,33,80,-47,25,Manchester Utd,15.0,10.11.2024,14:00,away,0,3,L,opponent,0.77,0.75,0.49,0.51,6,13,5,3,0.0,0.0,5,1,0.83,0.85,1.0,0.0,1,4,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,9,5,0.0,0.0,0.0,0.0,26,20,5,9,0.0,0.0,0.0,0.0,8.0,8.0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,13,0,2,2,0.2727272727272727,0.2,0.6,0.0,0.5,0,0.0,-3,0.2,0.14
18.0,Leicester,6,7,25,33,80,-47,25,Nottingham,7.0,11.05.2025,14:15,away,2,2,D,draw,1.07,1.31,0.44,0.56,10,15,6,4,3.0,4.0,4,4,0.79,0.85,3.0,3.0,4,6,0,5,7.0,9.0,3.0,6.0,0.0,0.0,22.0,17.0,2,1,11,10,0.56,0.75,0.33,0.3,17,16,10,11,0.64,0.41,30.0,22.0,8.0,4.0,2,4,2.39,1.56,0.0,0.0,0.33,0.58,0.49,0.63,43.0,47.0,0.0,0.0,0.0,0.0,1.56,2.39,-0.44,0.63,1.0,2.0,0.0,0.0,10,15,0,0,0,0.25,0.0,0.6,0.0,0.5,0,0.0,0,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Brighton,8.0,12.04.2025,15:00,away,2,2,D,draw,1.62,4.04,0.41,0.59,15,21,6,7,2.0,7.0,6,3,0.78,0.86,5.0,2.0,6,9,3,5,11.0,15.0,4.0,6.0,0.0,2.0,27.0,48.0,1,1,9,11,0.71,0.71,0.36,0.47,18,12,11,9,0.77,0.75,26.0,14.0,4.0,6.0,5,4,1.3,3.3,0.0,3.0,0.36,0.52,0.76,1.93,39.0,50.0,1.0,1.0,0.0,1.0,3.3,1.3,1.3,-0.7,1.0,0.0,0.0,0.0,10,4,0,0,0,0.23076923076923078,0.0,0.6,0.0,0.0,0,0.0,0,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Crystal Palace,12.0,14.09.2024,15:00,away,2,2,D,draw,1.13,2.17,0.33,0.67,9,20,4,4,0.0,0.0,2,5,0.0,0.0,3.0,0.0,4,6,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,12,15,0.0,0.0,0.0,0.0,25,17,15,11,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,0,0,0,0.21428571428571427,0.0,0.6,0.0,0.5,0,0.0,0,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Newcastle,5.0,14.12.2024,15:00,away,0,4,L,opponent,0.23,3.78,0.41,0.59,4,27,1,11,0.0,5.0,2,5,0.77,0.87,3.0,3.0,0,9,3,7,2.0,20.0,2.0,7.0,0.0,0.0,9.0,53.0,2,1,7,16,0.63,0.8,0.1,0.33,20,18,16,7,0.35,0.71,26.0,13.0,9.0,6.0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10,14,0,2,2,0.2,0.0,0.6,0.0,0.0,0,0.0,-4,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Crystal Palace,12.0,15.01.2025,19:30,home,0,2,L,opponent,1.52,1.81,0.57,0.43,21,9,4,4,3.0,4.0,4,3,0.85,0.78,0.0,0.0,11,3,6,2,13.0,8.0,8.0,1.0,1.0,0.0,28.0,20.0,1,3,6,7,0.74,0.62,0.27,0.25,22,8,7,6,0.63,0.67,15.0,24.0,9.0,10.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,1,2,2,0.1875,0.0,0.5,0.0,0.0,0,0.0,-2,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Arsenal,2.0,15.02.2025,12:30,home,0,2,L,opponent,0.22,1.49,0.39,0.61,6,11,2,5,0.0,3.0,3,7,0.73,0.85,2.0,1.0,2,3,2,3,4.0,6.0,2.0,5.0,0.0,2.0,25.0,32.0,1,4,10,9,0.53,0.75,0.44,0.22,22,23,9,10,0.59,0.73,28.0,20.0,6.0,6.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,1,2,2,0.17647058823529413,0.0,0.42857142857142855,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Manchester Utd,15.0,16.03.2025,19:00,home,0,3,L,opponent,1.17,0.78,0.54,0.46,11,18,3,5,3.0,1.0,6,4,0.83,0.78,2.0,0.0,2,8,6,5,7.0,7.0,4.0,11.0,0.0,1.0,21.0,17.0,4,2,6,6,0.62,0.66,0.07,0.25,16,25,6,6,0.57,0.6,23.0,31.0,10.0,9.0,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,13,1,2,2,0.16666666666666666,0.0,0.375,0.0,0.0,0,0.0,-3,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Fulham,11.0,18.01.2025,15:00,home,0,2,L,opponent,0.47,2.08,0.38,0.62,8,17,4,2,1.0,4.0,5,2,0.76,0.86,3.0,1.0,3,9,1,6,7.0,14.0,1.0,3.0,0.0,1.0,29.0,33.0,2,2,8,8,0.61,0.81,0.24,0.46,18,19,8,8,0.7,0.62,19.0,27.0,9.0,7.0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,8,1,2,2,0.15789473684210525,0.0,0.3333333333333333,0.0,0.5,0,0.0,-2,0.0,0.0
18.0,Leicester,6,7,25,33,80,-47,25,Ipswich,19.0,18.05.2025,15:00,home,2,0,W,team,0.7,1.56,0.51,0.49,9,20,3,2,0.0,1.0,2,2,0.85,0.86,1.0,0.0,4,9,2,9,8.0,16.0,1.0,4.0,1.0,1.0,12.0,31.0,0,4,12,15,0.65,0.73,0.0,0.5,16,25,15,12,0.71,0.73,14.0,18.0,7.0,3.0,2,1,0.71,0.28,0.0,0.0,0.37,0.42,0.24,1.13,48.0,58.0,1.0,0.0,0.0,1.0,0.28,0.71,0.28,-1.29,0.0,0.0,0.0,0.0,10,9,1,1,1,0.2,0.2,0.4,0.0,0.0,1,0.3,2,0.2,0.23
